YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.4,34.4,,,29.4,39.8,595,,,High school graduate,,,,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27,27,,,25.2,28.9,"3,012",,,Some college or technical school,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,26.6,32.3,"1,693",,,High school graduate,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Education,High school graduate,EDU,EDUHSGRAD
2020,2020,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.7,28.7,,,26.4,31.1,"1,917",,,High school graduate,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.5,23.5,,,19.4,28.2,717,,,Less than high school,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Education,Less than high school,EDU,EDUHS
2018,2018,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.5,23.5,,,21.2,25.9,"2,713",,,College graduate,,,,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,VALUE,4,Education,College graduate,EDU,EDUCOGRAD
2014,2014,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.8,28.8,,,26.5,31.3,"2,254",,,Some college or technical school,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Education,Some college or technical school,EDU,EDUCOTEC
2015,2015,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.8,21.8,,,19.9,23.9,"3,388",,,Some college or technical school,,,,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,21.7,21.7,,,20.2,23.3,"4,092",,,College graduate,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,College graduate,EDU,EDUCOGRAD
2015,2015,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.5,37.5,,,31.7,43.7,478,,,Less than high school,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,Less than high school,EDU,EDUHS
2016,2016,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.7,35.7,,,29.3,42.7,441,,,Less than high school,,,,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Education,Less than high school,EDU,EDUHS
2013,2013,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31,31,,,29.6,32.4,"6,116",,,High school graduate,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.1,26.1,,,23.6,28.9,"2,085",,,Some college or technical school,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.3,29.3,,,25.6,33.4,684,,,Less than high school,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,Less than high school,EDU,EDUHS
2011,2011,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.6,34.6,,,29.7,39.8,677,,,Less than high school,,,,"(40.060210141, -82.404260056)",OWS,OWS1,Q036,VALUE,39,Education,Less than high school,EDU,EDUHS
2016,2016,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.2,22.2,,,20.3,24.3,"4,024",,,College graduate,,,,"(34.86597028, -111.763811277)",OWS,OWS1,Q036,VALUE,4,Education,College graduate,EDU,EDUCOGRAD
2012,2012,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,32.4,37.6,"2,220",,,Some college or technical school,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q036,VALUE,40,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.4,30.4,,,27.9,33,"2,358",,,High school graduate,,,,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.5,29.5,,,26.8,32.4,"2,104",,,High school graduate,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Education,High school graduate,EDU,EDUHSGRAD
2018,2018,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.6,32.6,,,29.8,35.5,"2,692",,,Some college or technical school,,,,"(45.254228894000505, -68.98503133599962)",OWS,OWS1,Q036,VALUE,23,Education,Some college or technical school,EDU,EDUCOTEC
2020,2020,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.1,35.1,,,32,38.4,"2,254",,,High school graduate,,,,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,VALUE,13,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.2,24.2,,,21.1,27.6,"1,427",,,College graduate,,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q036,VALUE,56,Education,College graduate,EDU,EDUCOGRAD
2019,2019,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.3,29.3,,,25,33.9,515,,,Less than high school,,,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q036,VALUE,8,Education,Less than high school,EDU,EDUHS
2018,2018,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.1,31.1,,,26.4,36.2,677,,,High school graduate,,,,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,VALUE,34,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.4,25.4,,,23.6,27.2,"3,862",,,Some college or technical school,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,16,16,,,14.8,17.2,"5,869",,,College graduate,,,,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Education,College graduate,EDU,EDUCOGRAD
2017,2017,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.9,22.9,,,21.7,24.1,"6,356",,,College graduate,,,,"(46.355648736, -94.794200503)",OWS,OWS1,Q036,VALUE,27,Education,College graduate,EDU,EDUCOGRAD
2012,2012,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,12,12,,,10.3,14.1,"2,190",,,College graduate,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Education,College graduate,EDU,EDUCOGRAD
2020,2020,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.8,30.8,,,29,32.8,"2,914",,,College graduate,,,,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q036,VALUE,19,Education,College graduate,EDU,EDUCOGRAD
2015,2015,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.2,40.2,,,34.8,45.9,531,,,Less than high school,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Education,Less than high school,EDU,EDUHS
2019,2019,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.3,37.3,,,35.2,39.5,"3,081",,,Some college or technical school,,,,"(44.6613195430005, -84.71439026999968)",OWS,OWS1,Q036,VALUE,26,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.7,36.7,,,34.5,38.9,"4,297",,,High school graduate,,,,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,VALUE,39,Education,High school graduate,EDU,EDUHSGRAD
2015,2015,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.3,30.3,,,27.8,32.9,"2,082",,,Some college or technical school,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q036,VALUE,51,Education,Some college or technical school,EDU,EDUCOTEC
2013,2013,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,26.1,36,793,,,Less than high school,,,,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,VALUE,24,Education,Less than high school,EDU,EDUHS
2017,2017,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.4,32.4,,,28.6,36.4,"1,899",,,High school graduate,,,,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38,38,,,34.6,41.5,"1,730",,,High school graduate,,,,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.1,25.1,,,23.2,27,"3,343",,,Some college or technical school,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,22.8,27.9,"1,868",,,High school graduate,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.7,31.7,,,28,35.7,"2,166",,,College graduate,,,,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,VALUE,46,Education,College graduate,EDU,EDUCOGRAD
2011,2011,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,15.2,15.2,,,13.6,17,"3,033",,,College graduate,,,,"(21.304850435, -157.857749403)",OWS,OWS1,Q036,VALUE,15,Education,College graduate,EDU,EDUCOGRAD
2012,2012,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,18.3,18.3,,,17,19.7,"5,857",,,College graduate,,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Education,College graduate,EDU,EDUCOGRAD
2018,2018,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.7,25.7,,,23.2,28.3,"2,222",,,College graduate,,,,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,VALUE,35,Education,College graduate,EDU,EDUCOGRAD
2017,2017,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.1,23.1,,,21.6,24.8,"3,501",,,College graduate,,,,"(39.360700171, -111.587130635)",OWS,OWS1,Q036,VALUE,49,Education,College graduate,EDU,EDUCOGRAD
2011,2011,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.6,31.6,,,29.6,33.6,"4,075",,,High school graduate,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Education,High school graduate,EDU,EDUHSGRAD
2020,2020,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.7,26.7,,,23.5,30.1,"1,352",,,Some college or technical school,,,,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,VALUE,50,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.4,27.4,,,24.4,30.6,"1,632",,,High school graduate,,,,"(47.066528972, -109.424420645)",OWS,OWS1,Q036,VALUE,30,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.3,41.3,,,34.1,48.8,329,,,Less than high school,,,,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Education,Less than high school,EDU,EDUHS
2016,2016,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.8,32.8,,,30.3,35.3,"2,216",,,High school graduate,,,,"(42.469400913, -93.816490556)",OWS,OWS1,Q036,VALUE,19,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.1,23.1,,,19.8,26.8,"1,448",,,High school graduate,,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Education,High school graduate,EDU,EDUHSGRAD
2016,2016,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.2,24.2,,,21.7,26.8,"1,686",,,College graduate,,,,"(44.393191174, -89.816370742)",OWS,OWS1,Q036,VALUE,55,Education,College graduate,EDU,EDUCOGRAD
2020,2020,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37,37,,,33.3,40.8,"2,542",,,High school graduate,,,,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,VALUE,48,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,19.8,19.8,,,18.6,21.1,"5,256",,,College graduate,,,,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Education,College graduate,EDU,EDUCOGRAD
2016,2016,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.1,34.1,,,29.6,39,628,,,Less than high school,,,,"(32.745510099, -89.538030825)",OWS,OWS1,Q036,VALUE,28,Education,Less than high school,EDU,EDUHS
2018,2018,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.4,35.4,,,32.1,38.7,"1,422",,,High school graduate,,,,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.9,33.9,,,30.5,37.5,"1,398",,,High school graduate,,,,"(47.47531977900047, -100.11842104899966)",OWS,OWS1,Q036,VALUE,38,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.5,32.5,,,29.5,35.7,"2,421",,,College graduate,,,,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Education,College graduate,EDU,EDUCOGRAD
2019,2019,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,29.1,36.4,"1,316",,,Some college or technical school,,,,"(41.70828019300046, -71.52247031399963)",OWS,OWS1,Q036,VALUE,44,Education,Some college or technical school,EDU,EDUCOTEC
2018,2018,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.8,27.8,,,22.8,33.4,669,,,Some college or technical school,,,,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,VALUE,34,Education,Some college or technical school,EDU,EDUCOTEC
2020,2020,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.2,36.2,,,33.7,38.7,"3,305",,,High school graduate,,,,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Education,High school graduate,EDU,EDUHSGRAD
2019,2019,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37,37,,,33.5,40.7,920,,,High school graduate,,,,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q036,VALUE,37,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.8,37.8,,,30.1,46.1,304,,,Less than high school,,,,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Education,Less than high school,EDU,EDUHS
2013,2013,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.2,31.2,,,24.9,38.3,346,,,Less than high school,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Education,Less than high school,EDU,EDUHS
2015,2015,MI,Michigan,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.9,25.9,,,24.2,27.8,"3,143",,,College graduate,,,,"(44.661319543001, -84.71439027)",OWS,OWS1,Q036,VALUE,26,Education,College graduate,EDU,EDUCOGRAD
2014,2014,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.7,37.7,,,32.5,43.1,639,,,Less than high school,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Education,Less than high school,EDU,EDUHS
2020,2020,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.6,28.6,,,25.4,32.1,"1,139",,,High school graduate,,,,"(42.27687047000046, -72.08269067499964)",OWS,OWS1,Q036,VALUE,25,Education,High school graduate,EDU,EDUHSGRAD
2014,2014,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.9,26.9,,,24.2,29.7,"2,297",,,College graduate,,,,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Education,College graduate,EDU,EDUCOGRAD
2018,2018,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,31.2,34.3,"4,745",,,Some college or technical school,,,,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,VALUE,27,Education,Some college or technical school,EDU,EDUCOTEC
2016,2016,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.3,27.3,,,25.7,28.9,"4,140",,,College graduate,,,,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Education,College graduate,EDU,EDUCOGRAD
2015,2015,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35,35,,,32.2,38,"2,055",,,High school graduate,,,,"(35.472031356, -97.521070214)",OWS,OWS1,Q036,VALUE,40,Education,High school graduate,EDU,EDUHSGRAD
2011,2011,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.3,25.3,,,23.1,27.6,"3,624",,,College graduate,,,,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Education,College graduate,EDU,EDUCOGRAD
2014,2014,LA,Louisiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.4,34.4,,,31.8,37.2,"1,715",,,Some college or technical school,,,,"(31.312660644, -92.445680071)",OWS,OWS1,Q036,VALUE,22,Education,Some college or technical school,EDU,EDUCOTEC
2014,2014,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.4,37.4,,,32.6,42.5,537,,,Less than high school,,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,VALUE,36,Education,Less than high school,EDU,EDUHS
2017,2017,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.1,36.1,,,29.5,43.2,311,,,Less than high school,,,,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Education,Less than high school,EDU,EDUHS
2020,2020,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.3,38.3,,,33.5,43.3,521,,,Less than high school,,,,"(39.766910452000445, -86.14996019399968)",OWS,OWS1,Q036,VALUE,18,Education,Less than high school,EDU,EDUHS
2017,2017,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,30,35.4,"2,090",,,High school graduate,,,,"(37.542680674, -78.457890463)",OWS,OWS1,Q036,VALUE,51,Education,High school graduate,EDU,EDUHSGRAD
2013,2013,WV,West Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36,36,,,33.7,38.5,"2,174",,,High school graduate,,,,"(38.665510202, -80.712640135)",OWS,OWS1,Q036,VALUE,54,Education,High school graduate,EDU,EDUHSGRAD
2017,2017,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.8,35.8,,,29.7,42.5,320,,,Less than high school,,,,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Education,Less than high school,EDU,EDUHS
2020,2020,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.1,33.1,,,25.4,41.8,209,,,Less than high school,,,,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Education,Less than high school,EDU,EDUHS
2019,2019,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.7,22.7,,,21.3,24.2,"5,014",,,College graduate,,,,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q036,VALUE,53,Education,College graduate,EDU,EDUCOGRAD
2013,2013,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.5,33.5,,,26.6,41.2,321,,,Less than high school,,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Education,Less than high school,EDU,EDUHS
