YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2012,2012,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.9,28.9,,,26.2,31.7,"1,970",,,,,"$35,000 - $49,999",,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.3,33.3,,,30.4,36.3,"2,394",,,,,"$35,000 - $49,999",,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Income,"$35,000 - $49,999",INC,INC3550
2019,2019,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.3,30.3,,,27.3,33.5,"1,089",,,,,"$75,000 or greater",,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q036,VALUE,37,Income,"$75,000 or greater",INC,INC75PLUS
2015,2015,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.6,31.6,,,27.4,36.1,714,,,,,"$50,000 - $74,999",,"(40.485010283, -88.997710178)",OWS,OWS1,Q036,VALUE,17,Income,"$50,000 - $74,999",INC,INC5075
2013,2013,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32,32,,,27,37.5,599,,,,,"Less than $15,000",,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Income,"Less than $15,000",INC,INCLESS15
2020,2020,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.8,41.8,,,34.9,48.9,981,,,,,"Less than $15,000",,"(31.827240407000488, -99.42677020599967)",OWS,OWS1,Q036,VALUE,48,Income,"Less than $15,000",INC,INCLESS15
2011,2011,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.4,28.4,,,23.8,33.6,"1,222",,,,,"$50,000 - $74,999",,"(44.353130053, -100.373530637)",OWS,OWS1,Q036,VALUE,46,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.7,32.7,,,30.5,34.9,"2,800",,,,,"$35,000 - $49,999",,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Income,"$35,000 - $49,999",INC,INC3550
2016,2016,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,18.2,33.8,199,,,,,"Less than $15,000",,"(18.335765, -64.896335)",OWS,OWS1,Q036,VALUE,78,Income,"Less than $15,000",INC,INCLESS15
2016,2016,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34,34,,,28.7,39.7,618,,,,,"Less than $15,000",,"(35.68094058, -85.774490914)",OWS,OWS1,Q036,VALUE,47,Income,"Less than $15,000",INC,INCLESS15
2015,2015,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.7,27.7,,,22.6,33.4,410,,,,,"Less than $15,000",,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Income,"Less than $15,000",INC,INCLESS15
2018,2018,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.9,28.9,,,23.9,34.4,554,,,,,"$50,000 - $74,999",,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Income,"$50,000 - $74,999",INC,INC5075
2015,2015,IN,Indiana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.6,29.6,,,25.3,34.3,815,,,,,"$35,000 - $49,999",,"(39.766910452, -86.149960194)",OWS,OWS1,Q036,VALUE,18,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.3,36.3,,,32.4,40.3,"1,282",,,,,"$25,000 - $34,999",,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q036,VALUE,31,Income,"$25,000 - $34,999",INC,INC2535
2015,2015,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.1,41.1,,,36.2,46.2,"1,420",,,,,"Less than $15,000",,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Income,"Less than $15,000",INC,INCLESS15
2013,2013,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,23.7,35.7,583,,,,,"$35,000 - $49,999",,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.4,31.4,,,27,36.2,855,,,,,"$50,000 - $74,999",,"(43.65595011300047, -71.50036091999965)",OWS,OWS1,Q036,VALUE,33,Income,"$50,000 - $74,999",INC,INC5075
2016,2016,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.3,27.3,,,24,31,"1,040",,,,,"$35,000 - $49,999",,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,VALUE,6,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.6,38.6,,,34.8,42.5,"1,138",,,,,"$15,000 - $24,999",,"(37.54268067400045, -78.45789046299967)",OWS,OWS1,Q036,VALUE,51,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.5,36.5,,,32.4,40.8,"1,023",,,,,"Less than $15,000",,"(35.466220975, -79.159250463)",OWS,OWS1,Q036,VALUE,37,Income,"Less than $15,000",INC,INCLESS15
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.3,24.3,,,22.7,26,"4,017",,,,,"$75,000 or greater",,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Income,"$75,000 or greater",INC,INC75PLUS
2013,2013,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32,32,,,28.4,35.8,"1,239",,,,,"$35,000 - $49,999",,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Income,"$35,000 - $49,999",INC,INC3550
2018,2018,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,31.5,31.5,,,23.7,40.4,239,,,,,"$15,000 - $24,999",,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Income,"$15,000 - $24,999",INC,INC1525
2011,2011,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25,25,,,22.4,27.8,"2,232",,,,,"$75,000 or greater",,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.2,38.2,,,34.7,41.8,"1,965",,,,,"$15,000 - $24,999",,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,VALUE,39,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30,30,,,27.1,33.1,"1,539",,,,,"$35,000 - $49,999",,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.2,33.2,,,28.1,38.6,517,,,,,"$25,000 - $34,999",,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,VALUE,42,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,20.2,30.8,507,,,,,"$25,000 - $34,999",,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,9,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,DE,Delaware,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.5,36.5,,,29.9,43.6,411,,,,,"Less than $15,000",,"(39.008830667, -75.577741168)",OWS,OWS1,Q036,VALUE,10,Income,"Less than $15,000",INC,INCLESS15
2012,2012,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.7,22.7,,,20.6,25,"1,991",,,,,"$75,000 or greater",,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.6,24.6,,,20.8,28.9,932,,,,,"$15,000 - $24,999",,"(43.235541343, -108.109830353)",OWS,OWS1,Q036,VALUE,56,Income,"$15,000 - $24,999",INC,INC1525
2014,2014,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.9,28.9,,,23.2,35.3,361,,,,,"$35,000 - $49,999",,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,37.8,37.8,,,31.2,44.8,612,,,,,"$25,000 - $34,999",,"(34.52088095200048, -106.24058098499967)",OWS,OWS1,Q036,VALUE,35,Income,"$25,000 - $34,999",INC,INC2535
2017,2017,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.5,40.5,,,34.9,46.3,502,,,,,"Less than $15,000",,"(32.839681093, -83.627580346)",OWS,OWS1,Q036,VALUE,13,Income,"Less than $15,000",INC,INCLESS15
2017,2017,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.6,23.6,,,21.3,26,"3,806",,,,,"$75,000 or greater",,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Income,"$75,000 or greater",INC,INC75PLUS
2018,2018,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.9,29.9,,,26.1,33.9,963,,,,,"$15,000 - $24,999",,"(41.56266102000046, -72.64984095199964)",OWS,OWS1,Q036,VALUE,9,Income,"$15,000 - $24,999",INC,INC1525
2020,2020,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.8,39.8,,,35.1,44.7,673,,,,,"$50,000 - $74,999",,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q036,VALUE,1,Income,"$50,000 - $74,999",INC,INC5075
2011,2011,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,25.9,33.2,"1,827",,,,,"Less than $15,000",,"(42.27687047, -72.082690675)",OWS,OWS1,Q036,VALUE,25,Income,"Less than $15,000",INC,INCLESS15
2018,2018,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.1,39.1,,,34.8,43.5,"1,025",,,,,"$25,000 - $34,999",,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Income,"$25,000 - $34,999",INC,INC2535
2015,2015,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.9,30.9,,,25,37.5,579,,,,,"Less than $15,000",,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Income,"Less than $15,000",INC,INCLESS15
2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.2,23.2,,,19.7,27.1,850,,,,,"$50,000 - $74,999",,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Income,"$50,000 - $74,999",INC,INC5075
2012,2012,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,26.2,35.4,721,,,,,"$15,000 - $24,999",,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Income,"$15,000 - $24,999",INC,INC1525
2016,2016,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,39.8,39.8,,,34.6,45.1,862,,,,,"$25,000 - $34,999",,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Income,"$25,000 - $34,999",INC,INC2535
2015,2015,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.9,23.9,,,16.5,33.3,361,,,,,"$50,000 - $74,999",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.3,28.3,,,25.8,30.9,"1,735",,,,,"$75,000 or greater",,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,VALUE,17,Income,"$75,000 or greater",INC,INC75PLUS
2017,2017,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.4,23.4,,,20.2,26.9,974,,,,,"$35,000 - $49,999",,"(38.843840757, -106.133610921)",OWS,OWS1,Q036,VALUE,8,Income,"$35,000 - $49,999",INC,INC3550
2012,2012,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.1,32.1,,,26.9,37.7,595,,,,,"$15,000 - $24,999",,"(47.475319779, -100.118421049)",OWS,OWS1,Q036,VALUE,38,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.1,28.1,,,23.1,33.7,509,,,,,"Less than $15,000",,"(43.625381239, -72.517640791)",OWS,OWS1,Q036,VALUE,50,Income,"Less than $15,000",INC,INCLESS15
2019,2019,HI,Hawaii,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.2,29.2,,,24.5,34.4,615,,,,,"$25,000 - $34,999",,"(21.304850435000446, -157.85774940299973)",OWS,OWS1,Q036,VALUE,15,Income,"$25,000 - $34,999",INC,INC2535
2013,2013,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.8,25.8,,,23,28.8,"1,556",,,,,"$75,000 or greater",,"(43.235541343, -108.109830353)",OWS,OWS1,Q036,VALUE,56,Income,"$75,000 or greater",INC,INC75PLUS
2011,2011,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.2,24.2,,,20.1,28.9,600,,,,,"$25,000 - $34,999",,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Income,"$25,000 - $34,999",INC,INC2535
2020,2020,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.3,34.3,,,27.7,41.6,238,,,,,"$50,000 - $74,999",,"(18.220833, -66.590149)",OWS,OWS1,Q036,VALUE,72,Income,"$50,000 - $74,999",INC,INC5075
2019,2019,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.3,32.3,,,27.3,37.7,710,,,,,"$35,000 - $49,999",,"(32.83968109300048, -83.62758034599966)",OWS,OWS1,Q036,VALUE,13,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.8,38.8,,,34.2,43.5,655,,,,,"$50,000 - $74,999",,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q036,VALUE,37,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.5,27.5,,,24.6,30.6,"2,993",,,,,"$75,000 or greater",,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,VALUE,12,Income,"$75,000 or greater",INC,INC75PLUS
2016,2016,VI,Virgin Islands,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.6,30.6,,,20.9,42.4,150,,,,,"$25,000 - $34,999",,"(18.335765, -64.896335)",OWS,OWS1,Q036,VALUE,78,Income,"$25,000 - $34,999",INC,INC2535
2014,2014,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.2,33.2,,,30.6,35.8,"1,802",,,,,"$35,000 - $49,999",,"(38.3477403, -98.200781227)",OWS,OWS1,Q036,VALUE,20,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,30.1,30.1,,,25.7,34.9,830,,,,,"$15,000 - $24,999",,"(44.567449424, -120.155031326)",OWS,OWS1,Q036,VALUE,41,Income,"$15,000 - $24,999",INC,INC1525
2012,2012,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.4,29.4,,,23.5,36.2,357,,,,,"Less than $15,000",,"(64.845079957001, -147.722059036)",OWS,OWS1,Q036,VALUE,2,Income,"Less than $15,000",INC,INCLESS15
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,26.7,26.7,,,19.8,34.8,261,,,,,"$35,000 - $49,999",,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q036,VALUE,2,Income,"$35,000 - $49,999",INC,INC3550
2017,2017,MO,Missouri,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.9,34.9,,,30.8,39.3,882,,,,,"$35,000 - $49,999",,"(38.635790776, -92.566300053)",OWS,OWS1,Q036,VALUE,29,Income,"$35,000 - $49,999",INC,INC3550
2011,2011,RI,Rhode Island,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,24.1,24.1,,,20.6,28,844,,,,,"$15,000 - $24,999",,"(41.708280193, -71.522470314)",OWS,OWS1,Q036,VALUE,44,Income,"$15,000 - $24,999",INC,INC1525
2017,2017,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,34.3,34.3,,,30,38.9,779,,,,,"Less than $15,000",,"(47.522278629, -120.47001079)",OWS,OWS1,Q036,VALUE,53,Income,"Less than $15,000",INC,INCLESS15
2014,2014,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.5,35.5,,,31.4,39.7,986,,,,,"$35,000 - $49,999",,"(32.840571122, -86.631860762)",OWS,OWS1,Q036,VALUE,1,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35,35,,,26.7,44.2,354,,,,,"Less than $15,000",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"Less than $15,000",INC,INCLESS15
2015,2015,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.5,28.5,,,21.7,36.5,226,,,,,"$35,000 - $49,999",,"(13.444304, 144.793731)",OWS,OWS1,Q036,VALUE,66,Income,"$35,000 - $49,999",INC,INC3550
2013,2013,ME,Maine,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.7,33.7,,,30.2,37.4,"1,292",,,,,"$15,000 - $24,999",,"(45.254228894001, -68.985031336)",OWS,OWS1,Q036,VALUE,23,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,27.8,27.8,,,24.6,31.2,"1,559",,,,,"$50,000 - $74,999",,"(39.290580964, -76.609260111)",OWS,OWS1,Q036,VALUE,24,Income,"$50,000 - $74,999",INC,INC5075
2018,2018,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.7,29.7,,,26.2,33.4,897,,,,,"$15,000 - $24,999",,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q036,VALUE,49,Income,"$15,000 - $24,999",INC,INC1525
2015,2015,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.5,32.5,,,28.7,36.5,"1,055",,,,,"$25,000 - $34,999",,"(33.998821303, -81.045371207)",OWS,OWS1,Q036,VALUE,45,Income,"$25,000 - $34,999",INC,INC2535
2015,2015,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.7,36.7,,,30.5,43.4,563,,,,,"$50,000 - $74,999",,"(34.748650124, -92.274490743)",OWS,OWS1,Q036,VALUE,5,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,40.6,40.6,,,36.9,44.4,966,,,,,"$15,000 - $24,999",,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q036,VALUE,19,Income,"$15,000 - $24,999",INC,INC1525
2013,2013,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,35.5,35.5,,,29.1,42.4,446,,,,,"Less than $15,000",,"(38.890371385, -77.031961127)",OWS,OWS1,Q036,VALUE,11,Income,"Less than $15,000",INC,INCLESS15
2017,2017,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,38.6,38.6,,,33.2,44.2,769,,,,,"$15,000 - $24,999",,"(37.645970271, -84.774971048)",OWS,OWS1,Q036,VALUE,21,Income,"$15,000 - $24,999",INC,INC1525
2012,2012,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,29.1,29.1,,,24.4,34.3,882,,,,,"$50,000 - $74,999",,"(43.235541343, -108.109830353)",OWS,OWS1,Q036,VALUE,56,Income,"$50,000 - $74,999",INC,INC5075
2020,2020,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,36.4,36.4,,,30.8,42.3,602,,,,,"$35,000 - $49,999",,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q036,VALUE,55,Income,"$35,000 - $49,999",INC,INC3550
2015,2015,TX,Texas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.3,32.3,,,27.9,37,"1,521",,,,,"$35,000 - $49,999",,"(31.827240407, -99.426770206)",OWS,OWS1,Q036,VALUE,48,Income,"$35,000 - $49,999",INC,INC3550
2020,2020,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,25.2,25.2,,,23.5,27,"3,971",,,,,"$75,000 or greater",,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q036,VALUE,34,Income,"$75,000 or greater",INC,INC75PLUS
